timestamp,hora_dia,dia_semana,reqs,trafego_MBps,usuarios_ativos,temp_ambiente_C,uso_cpu_%,uso_ram_%,demanda_energia_kW,pressao_resfriamento_bar,consumo_agua_m3
2025-04-27 00:00:00,0.0,6.0,69449.0,29.0,117723.0,19.672731626411608,49.97489859585672,45.59966713290257,530.0796472249323,1.7449654673754575,6.60898757399281
2025-04-27 01:00:00,1.0,6.0,47088.0,10.0,114217.0,24.02835393254779,50.29807541178658,49.53191118029692,520.2026471223023,1.8119156860471497,5.987422739105592
2025-04-27 02:00:00,2.0,6.0,53537.0,26.0,129156.0,25.782895234630512,51.61684235456792,45.1117779195156,536.064628473584,1.844827640292297,6.563108165087773
2025-04-27 03:00:00,3.0,6.0,79260.0,25.0,147527.0,27.602470336825764,48.27143721127678,35.28816817063458,515.5570073560461,1.8553942411087705,6.816759922206669
2025-04-27 04:00:00,4.0,6.0,32243.0,10.0,135722.0,26.72875961362261,49.21413869018957,44.55513185897339,532.5253416237764,1.8470020876552868,6.027148082061272
2025-04-27 05:00:00,5.0,6.0,61140.0,24.0,137238.0,27.607961171458754,52.33700437676567,,522.3939237621918,1.8758044394557096,6.337383218379131
2025-04-27 06:00:00,6.0,6.0,71778.0,37.0,147868.0,25.129975501019477,55.95249871856077,41.987774115167575,550.5189808178959,1.856712126108096,6.521823955131123
2025-04-27 07:00:00,7.0,6.0,71212.0,42.0,144094.0,24.12907958004049,41.082530189520895,44.091470655204425,482.8059185083546,1.7673488446482115,5.6359038371708206
2025-04-27 08:00:00,8.0,6.0,56747.0,25.0,121240.0,26.739220613764083,48.65814850641182,44.67260026197293,520.572827867415,1.8443790517385203,6.408977657107821
2025-04-27 09:00:00,9.0,6.0,58828.0,21.0,137756.0,25.454948253105293,51.50822958970237,33.73133369552386,547.1584112624787,1.8393653717450915,6.5349164340494506
2025-04-27 10:00:00,10.0,6.0,63590.0,27.0,131074.0,24.16116656151134,45.95581344300798,52.09466077629615,505.5639887921511,1.79219656563771,6.388297899132037
2025-04-27 11:00:00,11.0,6.0,52700.0,25.0,111107.0,23.61633340135957,59.156719743717936,41.770150969072375,573.6365606453127,1.8500285997389831,7.30277056399909
2025-04-27 12:00:00,12.0,6.0,69151.0,25.0,114812.0,22.484778223687307,47.32305263484802,47.398018256884974,511.4755742060583,1.7738869365295495,5.669955735796735
2025-04-27 13:00:00,13.0,6.0,,25.0,98578.0,22.89044910937026,50.29512681867055,45.029388145687385,537.0372001177633,1.794832370733907,6.474283849210173
2025-04-27 14:00:00,14.0,6.0,64322.0,26.0,99486.0,21.942478377225434,53.300656705246816,50.42088589121396,547.3814384856133,1.7956404591846158,6.5299482048651205
2025-04-27 15:00:00,15.0,6.0,65646.0,27.0,93878.0,19.98790340376433,47.60043749708653,47.04187057053433,510.86881879180936,1.7378207385418976,6.232746500399064
2025-04-27 16:00:00,16.0,6.0,61409.0,27.0,86417.0,19.80460269370664,41.31012149302461,44.46754296295113,481.84253611057727,1.7036196478707226,5.834408811921389
2025-04-27 17:00:00,17.0,6.0,75164.0,30.0,85571.0,18.90739052348089,48.47340104058508,41.88844488629869,522.9999110769296,1.7259778630551388,5.873320663710365
2025-04-27 18:00:00,18.0,6.0,74541.0,32.0,88086.0,17.30824540194807,55.80126559669672,48.68194991832469,544.5516347890891,1.7386300090127047,7.07059416744675
2025-04-27 19:00:00,19.0,6.0,65927.0,22.0,95596.0,19.27114370721344,48.76290747947621,37.84177211923296,521.3394096139551,1.7328816930055826,7.00542757042396
2025-04-27 20:00:00,20.0,6.0,51420.0,17.0,106019.0,16.444155781573354,46.11452803006033,47.84358633411998,503.9574103559727,1.677234976873902,6.264670971064742
2025-04-27 21:00:00,21.0,6.0,50840.0,14.0,98088.0,20.752410203697632,54.91652585552491,40.81994459978899,550.8053928314303,1.785868782333089,6.8188159096186185
2025-04-27 22:00:00,22.0,6.0,58295.0,24.0,106447.0,18.208215590350942,48.84366258196113,50.38228744438385,518.1863058622008,1.71734154676507,
2025-04-27 23:00:00,23.0,6.0,57384.0,26.0,100212.0,21.39342874978201,47.97396562093205,46.038775437538135,508.9570335202896,1.7607712593513904,6.533714379525331
2025-04-28 00:00:00,0.0,0.0,,21.0,79995.0,20.73226906236076,51.18203098696213,47.902557975384624,541.3722085153656,1.766894190870222,5.496600477583497
2025-04-28 01:00:00,1.0,0.0,43130.0,25.0,96249.0,23.865359655021724,54.36098926315404,,547.020014056627,1.829785341141096,6.566526433734182
2025-04-28 02:00:00,2.0,0.0,45085.0,17.0,89991.0,23.949112161108136,62.26270024893684,38.25609106214159,579.6462973670273,1.870550183661306,6.689742282788852
2025-04-28 03:00:00,3.0,0.0,43760.0,20.0,101707.0,22.436293187501192,54.54765313725559,41.865687795645,549.6643265698582,1.809282663498796,6.640540103006375
2025-04-28 04:00:00,4.0,0.0,41633.0,10.0,93386.0,,56.01836484331227,47.85393110897345,535.3707684659388,1.8715190901415435,6.913670164813556
2025-04-28 05:00:00,5.0,0.0,18521.0,5.0,108445.0,24.99682213990721,47.57920493525584,45.74840021708571,535.008270456312,1.8128483567748872,6.445405389114483
2025-04-28 06:00:00,6.0,0.0,39486.0,19.0,103824.0,27.32172008122005,45.25205995264193,50.01000998308968,503.88114742574527,1.8360861009815104,5.996266199378091
2025-04-28 07:00:00,7.0,0.0,43584.0,21.0,112977.0,25.865691838257884,50.7398224498432,46.93422252845938,508.6974719254812,1.841684489823084,5.630677001252484
2025-04-28 08:00:00,8.0,0.0,136440.0,45.0,344953.0,26.05723309321981,51.45516930537135,41.82268223399439,543.5192071367607,1.8481343429251536,6.500362072235343
2025-04-28 09:00:00,9.0,0.0,170588.0,55.0,306793.0,23.392073692223374,45.70844000756466,42.6414962349082,498.1740950072122,1.7794233054211737,6.3183060120890975
2025-04-28 10:00:00,10.0,0.0,145679.0,42.0,331376.0,23.11600165285896,49.967071888183625,46.04432796537072,535.2889570295877,1.7965753842338026,6.094399550031371
2025-04-28 11:00:00,11.0,0.0,202742.0,59.0,278100.0,22.34731822625845,53.18855253140345,36.63779712810543,540.564161268442,1.801152536050894,5.684997191511181
2025-04-28 12:00:00,12.0,0.0,174531.0,60.0,284904.0,23.285053720363837,53.01535818403444,52.60381094919997,522.8649635797651,1.8143525967256295,7.226957254317574
2025-04-28 13:00:00,13.0,0.0,140268.0,51.0,243898.0,23.48078945129815,53.54730799156515,47.53638848899306,543.575503048095,1.819948381727298,6.661794253157607
2025-04-28 14:00:00,14.0,0.0,125513.0,47.0,230327.0,18.792242372385687,52.39508742385703,50.613336218072845,537.6549878886359,1.7438590727050705,6.334235887073018
2025-04-28 15:00:00,15.0,0.0,179417.0,57.0,245887.0,20.78684509224033,48.61373493682099,39.539167911641776,530.2795219095632,1.75487135106771,6.912115951818007
2025-04-28 16:00:00,16.0,0.0,154281.0,51.0,240382.0,15.281382258273691,48.467596287589394,50.75608520704623,523.3258219980365,1.6715587153120524,6.292785185761119
2025-04-28 17:00:00,17.0,0.0,165022.0,50.0,236034.0,16.34501259320529,45.0237573979551,54.68988143505436,490.2127918202471,1.6702939758878548,6.437117028387677
2025-04-28 18:00:00,18.0,0.0,219521.0,67.0,229583.0,16.561832315719837,60.273177371950666,40.72846321050962,581.2519908999632,1.7497933715955507,7.360940418307852
2025-04-28 19:00:00,19.0,0.0,154133.0,53.0,227969.0,16.10753366068264,51.14505466924951,48.89395931422985,526.0121016836197,1.6973382782564872,5.768715634236037
2025-04-28 20:00:00,20.0,0.0,166781.0,57.0,212553.0,16.160515800180875,50.01704418611521,45.86042187756627,542.2793519260678,1.6924929579332892,6.622287140585873
2025-04-28 21:00:00,21.0,0.0,135396.0,44.0,232001.0,19.791071243460504,46.24672022269278,39.49027507947332,504.562442128614,1.7280996697653714,6.7725984859331
2025-04-28 22:00:00,22.0,0.0,153661.0,40.0,255859.0,19.67889845340821,65.4964636307837,47.58516647676608,592.621172760594,1.8226657949550416,6.6203509284398425
2025-04-28 23:00:00,23.0,0.0,65566.0,30.0,85156.0,21.533831915997578,45.24958645362462,48.79658278040372,495.40393571557325,1.749255411008087,5.609042766939647
2025-04-29 00:00:00,0.0,1.0,44606.0,15.0,90437.0,23.035709029182268,48.15892320661326,42.82286591530733,511.72917407301793,1.7863302514708004,5.862209463811854
2025-04-29 01:00:00,1.0,1.0,52977.0,16.0,77063.0,23.433701670168883,52.40708089789496,49.90958861836939,528.2024572072062,1.813540929542008,6.726316563993349
2025-04-29 02:00:00,2.0,1.0,54386.0,24.0,98530.0,24.98664476422556,53.49508438188819,38.70346103771831,552.4923679721596,1.8422750933728245,6.744043020890729
2025-04-29 03:00:00,3.0,1.0,42680.0,14.0,103446.0,24.724128695382788,55.08680870699888,39.24383673739177,534.5755561859504,1.846295973965736,5.679224213903096
2025-04-29 04:00:00,4.0,1.0,74827.0,33.0,100711.0,23.683611532679137,59.71620137419434,46.05500870886603,576.768702541251,1.8538351798611588,7.016366582735978
2025-04-29 05:00:00,5.0,1.0,57525.0,25.0,105686.0,27.45042457638747,53.04040471416196,45.48375343953288,546.9684224289063,1.8769583922166213,6.495093286470572
2025-04-29 06:00:00,6.0,1.0,56534.0,25.0,112366.0,25.11633180082831,45.22880200659117,42.51542305112197,517.305084259126,1.8028889870453804,6.209873887358421
2025-04-29 07:00:00,7.0,1.0,39257.0,8.0,108604.0,24.460308857012635,48.88876271074221,48.36849399615089,520.4370474827393,1.8113484464089005,5.956371504096287
2025-04-29 08:00:00,8.0,1.0,133576.0,52.0,322546.0,25.197224801431155,52.59409005389175,47.914773400355536,526.4064676617701,1.840928822290926,6.5079252585979095
2025-04-29 09:00:00,9.0,1.0,150486.0,52.0,323031.0,23.45921074580142,61.38580953107661,49.21606577639668,574.5185624162452,1.858817208842404,7.280659261590679
2025-04-29 10:00:00,10.0,1.0,162144.0,51.0,324737.0,23.37385442701585,44.046024502519,45.283743179571296,504.15409556114366,1.7708379389178326,5.847257172029144
2025-04-29 11:00:00,11.0,1.0,187692.0,59.0,324540.0,23.551357062755283,57.20244361472,48.30249188835876,558.2582956512414,1.8392825740149288,6.013170088546604
