timestamp,hora_dia,dia_semana,requisicoes,trafego_MBps,usuarios_ativos,temp_ambiente_C,uso_cpu_%,uso_ram_%,demanda_energia_kW,pressao_resfriamento_bar,consumo_agua_m3
2024-05-01 00:00:00,0,2,36687.58551364272,13.54153074047134,73656.65772345146,23.00000527711454,46.21469581644666,44.77613187404839,505.5743409566336,1.7760735582389513,6.4971681518908415
2024-05-01 01:00:00,1,2,46914.84090356247,16.009699980675176,80957.62647033129,25.863886232073813,50.16185567751324,41.32312312653112,536.2798468455126,1.8387675718686733,5.995660535551806
2024-05-01 02:00:00,2,2,36517.46769528745,18.416192224622666,86881.3662358438,23.295275122881428,47.30307619085834,52.20174449286045,507.2029595355474,1.7859445077975131,5.851930861927406
2024-05-01 03:00:00,3,2,35486.89017214094,19.572009703373034,96746.45544574781,28.730319964849294,72.27899106559336,54.13214018890693,608.7555632932239,1.992349754800706,8.290084501972855
2024-05-01 04:00:00,4,2,46160.09244682984,21.612831129555747,89843.77970152913,22.61948060490517,47.056272651281596,49.331083482874355,505.0393320717668,1.7745735723299854,5.530854495709016
2024-05-01 05:00:00,5,2,41558.02609559062,11.61846986983025,90626.06162332447,25.10211363760448,51.11321172714286,51.3561256772604,527.9676359631867,1.8320977631997815,7.310528196310125
2024-05-01 06:00:00,6,2,52670.69410378984,25.090576516381944,93586.22508948513,26.27493718582433,45.17034019249583,50.53785828733953,503.0466067223596,1.8199757587498442,5.58447770876355
2024-05-01 07:00:00,7,2,34826.55086316127,12.026437355233918,94845.35638755235,22.03572150487395,49.24324048606224,47.885982114020635,524.3192205749198,1.7767520250034203,6.343820770026965
2024-05-01 08:00:00,8,2,36886.984423204005,11.581880882968045,97221.53136833852,27.747274668664026,45.18099518132718,52.15291974107585,501.8884551733288,1.842114095936596,6.483155374875891
2024-05-01 09:00:00,9,2,70097.70963685043,23.74134435710765,94165.82807474678,23.790512330907926,47.625901165810106,46.793855809240654,500.28559425026987,1.7949871907926693,5.839284831435599
2024-05-01 10:00:00,10,2,32325.397772433873,12.92410529183059,76752.00656999218,24.05051153066326,55.134650491315185,49.22382868304146,524.4561420973893,1.8364309254165248,6.47070542371885
2024-05-01 11:00:00,11,2,47918.154147555324,21.660304582722773,82362.02712375697,23.707570096425798,50.206833245268,46.17176661512975,533.802048036816,1.806647717672727,6.018212903489212
2024-05-01 12:00:00,12,2,32755.26770689257,2.883023659987556,80619.52712241178,19.61344297666578,54.20056740992699,41.638844051477285,556.8751208527651,1.7652044816996215,6.804446204777999
2024-05-01 13:00:00,13,2,43661.3413792662,13.538524891111692,71506.91246425401,24.61323846832481,49.21671201600207,45.93755642031401,511.53441970477223,1.8152821371048824,5.943364092039233
2024-05-01 14:00:00,14,2,28941.693841208333,9.192133598097678,68097.77156705628,20.200532562798973,53.85777561881513,39.415581696868195,530.2415738454284,1.7722968665360601,6.833427589935938
2024-05-01 15:00:00,15,2,40270.77903992988,21.07594886656112,71809.19815052528,18.66069642772628,54.51248773123242,45.73093933246775,556.3755902561787,1.7524728850720561,6.715309934540392
2024-05-01 16:00:00,16,2,31782.817063691025,8.273646720766134,69559.47743315944,16.869384548911643,53.72894965945367,43.632281641258416,530.7764482643512,1.7216855165309428,6.2873948592597575
2024-05-01 17:00:00,17,2,51557.65142206892,18.52314138409712,63659.153672495646,18.443387502985505,55.12490428558414,48.817681830830935,549.6893388241599,1.7522753339727033,6.5030013764327546
2024-05-01 18:00:00,18,2,33570.216923226915,17.35156481467751,66009.6830360107,15.636105701001748,52.78666082361858,50.68218717819856,533.5417309754578,1.698474889633119,6.648292911420527
2024-05-01 19:00:00,19,2,35026.85794611495,14.067237040268658,66861.12345353921,18.345117332096045,48.14187345477006,40.90798233413683,478.8234037186263,1.715886127255291,5.885373586947394
2024-05-01 20:00:00,20,2,43212.55573781724,24.686585016448063,60659.495685282796,20.630907525839213,43.41324513788092,46.961279242859895,490.19972752002104,1.7265298385769927,6.041005085769568
2024-05-01 21:00:00,21,2,36394.254226619574,13.648317557646243,63269.13399747454,20.91942357504648,46.46661597375053,46.857008983783494,503.9500323231636,1.7461244334944497,6.004281749900973
2024-05-01 22:00:00,22,2,44199.72014211521,26.81244523793694,70033.75403010391,19.16668121545556,52.49440002396,50.706814681470725,528.0797152682915,1.7499722183516333,6.476253408552962
2024-05-01 23:00:00,23,2,35734.65892800528,24.457084265881214,72393.94134841149,20.54721357209656,56.05221013519729,48.96461232392056,558.6396875713405,1.7884692542574347,6.913773155110763
2024-05-02 00:00:00,0,3,26454.2206952885,12.810627339749635,57016.63749489473,22.81209600363169,52.70232355179041,49.676246809043235,532.2296738532345,1.8056930578134274,6.439016299433759
2024-05-02 01:00:00,1,3,44813.9787339563,19.722873291484497,62630.18307177215,24.80831307233699,48.83635752390248,46.86109693230175,528.7106724297837,1.8163064837045673,6.609347056965434
2024-05-02 02:00:00,2,3,24523.812718679357,12.555784801341085,65541.6505494225,26.299496430918573,48.120301036170616,40.3439410353289,511.4029197840788,1.8350939516446316,5.607328709714991
2024-05-02 03:00:00,3,3,31783.648641003678,16.690474817027237,55682.99250438594,27.27270395118611,50.50764956009807,42.37706220438797,525.4635129653769,1.861628807068282,5.649376862853366
2024-05-02 04:00:00,4,3,33947.8433394139,14.068777092116044,70870.31268325006,24.06465352157089,53.31616056605409,46.93491417239624,530.8916205116492,1.8275506056538338,6.610115687719615
2024-05-02 05:00:00,5,3,32488.484879965967,18.725976056710987,70331.4160208521,26.99340833045742,50.55329915042891,40.23302257379799,534.9189007073805,1.8576676207090057,6.286076560364674
2024-05-02 06:00:00,6,3,32894.76392120214,15.542471270754017,73128.1050217499,23.924863208395873,47.81096874368108,43.20557194343325,503.57416961192683,1.7979277918443435,5.835516986849517
2024-05-02 07:00:00,7,3,21338.151510156,15.433551771037234,68386.43271533835,25.16885110852752,46.06311585354258,43.79081849667835,505.7011215206497,1.8078483458956258,6.165416426007772
2024-05-02 08:00:00,8,3,93075.28381211414,27.492629755911512,231463.92125458037,23.702684720032323,46.96963085162026,45.004423872847134,510.75902168163003,1.7903884250585862,6.635792492997672
2024-05-02 09:00:00,9,3,96594.02251534432,36.97084249847791,226331.57007385898,23.09855058441578,47.26384779692868,47.10836868755502,528.0106449535912,1.78279749775088,6.178076121415914
2024-05-02 10:00:00,10,3,121816.79007693399,48.55578971449049,225342.84772256334,24.362959250074617,50.64993423007983,46.998412522201285,526.5762090901932,1.8186940599015182,6.455636754057474
2024-05-02 11:00:00,11,3,91280.3891749006,28.464145609815922,208268.77770717788,21.997457218231613,46.52359979648517,47.87551716584071,505.59347220644173,1.7625798572559002,5.850974715305667
2024-05-02 12:00:00,12,3,65473.98260814756,27.4452847322551,205554.15655869164,22.429924786804616,47.75030507589922,41.71429241639936,539.5810629749399,1.7752003971815653,6.048198931822508
2024-05-02 13:00:00,13,3,84940.4573950476,35.113889389012044,194532.74793904484,19.151621530627086,54.13069742997948,43.9610086657451,552.936494215393,1.7579278101093037,6.6585127551772025
2024-05-02 14:00:00,14,3,90082.10173918316,42.41837235141192,178308.1138176606,20.72605873873944,53.78297976585668,47.48469545321053,544.4877812083098,1.779805779910375,5.8578209558588945
2024-05-02 15:00:00,15,3,67652.76799108519,24.376341491306693,169160.52093991128,18.526312901398388,58.96936769004611,40.8011024572033,577.88468522277,1.7727415319712063,6.274315142696863
2024-05-02 16:00:00,16,3,114530.53781058812,42.440083885630585,162978.0660897622,18.09833757717743,52.55184739133344,48.640500051389914,539.7946206857064,1.7342343006143286,6.018829504691683
2024-05-02 17:00:00,17,3,76456.29951722412,26.3958839625954,160642.63296378573,16.185650959501224,43.49151275898727,45.83690043736781,484.6083240988542,1.6602423281874545,5.69678118061203
2024-05-02 18:00:00,18,3,106690.32322348132,38.33711505430676,157205.77045110075,19.52846299840653,43.06323147072021,40.338590423712134,498.0651322312013,1.708243102329699,5.913010875864849
2024-05-02 19:00:00,19,3,83614.04911455198,39.72155438871461,165041.53522155067,18.34702788521227,51.42856931090025,48.967703611055754,527.1367912807038,1.7323482648326851,6.531354987184632
2024-05-02 20:00:00,20,3,122604.76550957616,43.55413162670594,162130.4404607271,19.345587775452838,50.630076369719426,46.59296528784036,514.2776092823692,1.7433341984803896,6.1829848115413375
2024-05-02 21:00:00,21,3,95857.69453332767,32.10772255072183,176030.90805162233,17.25668709803287,49.39176917628963,52.720124290874296,518.1382265738309,1.7058091523519412,6.097257481824646
2024-05-02 22:00:00,22,3,92813.32518121859,33.757781392732724,175337.5262538749,21.01356595728596,44.77155723728415,50.07999097061654,518.1010465544063,1.7390612755457102,6.700325641173635
2024-05-02 23:00:00,23,3,32377.145009954962,10.244283002653154,48557.202025806655,21.02644592369123,45.39787798109777,38.66692711796584,508.0038054157654,1.7423860787608574,5.71034100486036
2024-05-03 00:00:00,0,4,25467.14781965666,7.9252891144408295,51014.259985225115,21.255968633995565,55.5362130217156,44.04153534620924,542.0538000472945,1.7965205946185114,6.436165539157682
2024-05-03 01:00:00,1,4,48884.93869878586,16.47921797233268,60404.09435256753,25.100608860985133,55.42975915551992,45.863672499592994,554.1391669587912,1.8536579286923764,6.52251389186106
2024-05-03 02:00:00,2,4,27832.49118823578,8.561908504901165,61962.12302911565,24.613250219369796,51.49498478534192,46.22894793627957,527.3003809889648,1.8266736772172565,6.27786659915165
2024-05-03 03:00:00,3,4,27324.291690254726,4.928314741400612,64221.554070547856,25.507274602449883,53.21573630356271,41.35851103603605,545.7796073501486,1.8486878005545617,6.354784276399559
2024-05-03 04:00:00,4,4,29605.94080372224,12.102760271678001,75307.35740808275,22.516825344573554,44.50643184215755,45.52078890990207,497.989764104978,1.7602845393793911,5.3516813101304646
2024-05-03 05:00:00,5,4,25096.483038059978,5.0931931922098315,67933.52162954115,27.48556093535479,51.684611046437176,43.96214780593828,521.9527899961348,1.8707064692625077,6.065472827785751
2024-05-03 06:00:00,6,4,29140.987419359994,17.281589326336835,62172.02948456974,26.67136613180192,47.09738836646534,41.86357229517674,510.5999352864457,1.8355574338093554,6.623754744669772
2024-05-03 07:00:00,7,4,31527.682712051726,10.947687192403912,74414.83241817082,27.720268967252686,56.4418305292395,43.18051598065432,554.2257641075357,1.8980131871549877,7.305206254537551
2024-05-03 08:00:00,8,4,65368.879019233565,27.297500376815215,241321.35267115364,24.575063674331,52.96442532701225,43.51001097782879,553.0994144440383,1.833448081750026,6.1391336497628926
2024-05-03 09:00:00,9,4,116369.612943064,43.97386714011465,230533.5739757867,23.75836764807319,43.14097419278876,53.02841572828716,491.3484907792805,1.7720803856850416,5.899458383342655
2024-05-03 10:00:00,10,4,112239.67195191848,31.52730425055144,216649.358450718,26.422369823314774,44.52139326167936,50.15734973536303,507.62997997587865,1.8189425136581183,5.372696248038892
2024-05-03 11:00:00,11,4,72181.34238150442,26.348508090807325,211210.75000192947,24.47287533005345,50.11704135121739,46.55727383237221,520.371037878733,1.8176783367068887,6.729296343085089
2024-05-03 12:00:00,12,4,69843.51556467028,35.44668528229937,195983.41198757544,19.857105527104256,46.16644970582571,38.79383939986726,508.8326800219813,1.7286888314356923,5.916579605991038
2024-05-03 13:00:00,13,4,112628.59938401793,36.94507319036883,184789.20696859172,20.98904081736984,56.31915611355584,51.18935178472555,557.5926214524083,1.7964313928283269,7.762554237289063
2024-05-03 14:00:00,14,4,111467.78362774082,51.83738326391179,179011.92478354022,21.533947800929333,41.764869714205474,37.675181304296174,474.6916932147713,1.7318335655849673,6.429880603234153
2024-05-03 15:00:00,15,4,109345.5213098709,42.56659323604492,171430.83274195815,19.438422069588295,50.500631120681,40.49264907718843,539.9981882944832,1.7440794866472293,6.242340448437498
2024-05-03 16:00:00,16,4,78596.14294746523,32.4988802224723,164345.05537317277,17.71114221685125,42.72359173795166,39.410201511329056,502.1402507818735,1.679285091942527,6.643903355721237
2024-05-03 17:00:00,17,4,127429.63335615225,46.23319194288589,169721.27638541337,17.13314878778842,49.033862331783766,41.94134830948088,516.22161639496,1.7021665434757451,6.307130873723309
2024-05-03 18:00:00,18,4,88674.98699776709,38.54535059993015,160213.9609908238,18.09655175978646,44.56772627020745,52.30320636623177,503.5235464620498,1.6942869077478342,5.680808312600551
2024-05-03 19:00:00,19,4,103592.14811527374,43.5971790683282,166161.6675058466,19.6681635011642,50.52146181376781,48.77656596085943,524.6797687234608,1.747629761586302,6.484447462016546
2024-05-03 20:00:00,20,4,103776.68532758256,38.054079485425945,176518.39645429698,17.04288537088981,46.18743417567918,46.60096458163468,516.4459079564083,1.6865804514417428,6.170685440400407
